text,label
"I gave up on it
Pros: The item looks just as it does in the picture Cons: Does not do its job, gets stuck all the time.",0
"Remember when the W Hotel brand was hip and relevant?
The brand, originally developed by Starwood Hotels and Resorts under the leadership of then CEO Barry Sternlicht, lost it's Whimsey and WoW factors long ago when Mr Sternlicht left the Starwood brand in 2005.
Some W Hotels (like Miami) are still quite good, but others like W Chicago Lakeshore and W Hollywood in California are complete disgusting filthy disasters.
Don't Waste your money on this place. It feels like a motel with very little design features. The rooms are filthy. Ceilings are low. Carpets are disgusting. Towels and robes are filthy with holes in them.
The brand has really lost it's focus and this property shows how poorly Starwood has managed the W Hotel brand.
However, if you don't mind staying in roadside type accommodations then this place might work well for you.
The W should be replaced with a Y for ""yuk"".",0
i feel really pathetic because i see people write small novels on really personal things when i can t even portray my feelings,0
"App decided to log out and not allow any logging back in, or password recovery. Since I don't actually need any of this content and never paid for premium, that makes this an easy walkaway. Fix your app for future customers",0
"This seems like a dying store at one end of a shopping mall where everything else is closed. It's depressing on the outside for sure. The inside's a little better and had all the supermarket basics, but a good portion of the staff appear rather rough around the edges. The whole location and appearance gave me the feeling that everyday the staff is expecting the word from corporate that the store is closing today. It's OK when you need some basics, which is exactly why I came to this store.",0
i feel greedy when i live a week without all of the technological advances in my life,0
"We heard so much from the locals that this was the ""must go"" dim sum restaurant and that the food was fantastic. We travelled to Ipoh and finally got the chance to visit this restaurant. We went on a weekday so the restaurant was a bit quiet. They only steam the dim sum after you have ordered as there wasn't much customers to serve on a quiet day. We wait for quite some time before our dim sum arrive and we were so disappointed. The dim sum was small and did not taste nice at all. The chee cheong fun was horrible as it all stuck together in a lump. The price wasn't all that cheap either considering the portion they serve. Do not go there if you're ever visiting Ipoh.",0
Staff is friendly. Hotel is beautiful. The carpet in rooms are really dirty though. Stains everywhere and your socks will be black on the bottom. Great view of the lake. Only 2 restaurants in this hotel. We did spot a few really old dog poop around the hotel. The hotel is very relaxing. And it's very very quiet.,0
"VERY AWKWARD
THE CASE IS PRETTY BUT ITS VERY BULKY AND DOES NOT ALLOW THE FLASHLIGHT TO WORK, AS WELL AS IT AFFECTS BEING ABLE TO TURN SOME FEATURES OFF AND ON",0
ive been working hard and not getting enough sleep so im feeling a bit lethargic,0
i last saw dr gross a few weeks ago and for the first time in like forever i had a normal okay blood pressure despite me feeling agitated,0
"The hotel was under renovation when we arrived and the front desk was unorganized. The pictures I saw of the rooms on your website were not the room we were placed in. The room was dirty, grungy and out of date. We were applaud! I called the front desk to express my concern and the sent up housekeeping. Housekeeping said it was up to standard. Sandard not! Management then offered an upgrade for 40.00 more a night. They said its much nicer. We excepted because we were not going to stay in the room offered. They showed us to our new room and it was clean, contemporary and beautiful. Just like the pictures on the website showed. They forced us to pay 80.00 more dollars than what I booked. The breakfast area was stuffy, humid and a mess. I will never again stay at a Howard Johnson.",0
I used to love spotify but lately it crashes every time i listen. It often plays music but there is no tab to control what plays or even see what the song is. Hopefully they fix it soon,0
"The absolute worst
I have never encountered such a poorly made product in my life. Glass is too fragile, screws are too short, it looks like it was assembled by a kindergartener. I had to order a replacement and even tried to make something out of it from two sets. Wasted time and money. This item should be taken off the Amazon inventory.",0
i told my boy friend not to park in a certain place because the car would ger towed away he didnt listen and it was towed away at that stage,0
Overpriced especially the piggy bao. RM8 each but the taste is ordinary which you can get at any dim sum restaurant.,0
"This is the dumbest app I try to use. I can't get a single video to load and play properly, every other video is a question asking if I like previous video or not. I use to use this app and I like it then so I'm not understanding what happened to make the user experience so horrendous",0
"I will give it a 3 just because it showed history that we need to know about, to prevent it from happening again. I agree with the comments from the gentleman from UK. The movie was pretty terrible. All cliché, no real plot. Historical and technical inaccuracies abound. Look up the technical specs on DE 529, or any Everts class Destroyer Escort, and you will see what I mean. I now its black history month in the US, and Im going to be called a racist just for saying this, but the history of this ship is not that great. They did some escort work, chased a ""submarine"" that turned out to be a hulk that they rammed. Sorry, but black people did a lot more in WWII then this silly movie gives them credit for. This movie makes them look like whiners. Let the name calling commence, I can handle it.",0
i feel heartbroken for the people affected by the earthquake and tsunami in japan as all of us do,0
"Penny is the front desk supervisor, and is a very curt woman. Reminds me of a drill sergeant. Otherwise the room was okay and the room service was okay. Jennifer (front desk) was amazing!! Older, tall, slim, van driver was also fantastic. Slightly above average at best.",0
The app works fine on desktop but this app on phone takes forever to load certain pages sometimes. Sometimes it's pointless to even download music when you have to wait for your downloaded music like a whole 2 minutes just to finally listen to it. Idk the app buffers so much and I've had this problem for a little over a year now. Even when I hit play or pausing a sound it takes forever for it to play or pause. It's not my wifi since I checked and have a good connection.,0
If I could give 0 stars I would. Have had my oven insured for a few years. Door has broke and now are refusing to fix or replace. As my paper works says there unlimited repairs or replacement also accidental damage. I feel they have robbed me out of my money,0
"Holes don't line up
Nice kit except the holes didn't line up with the factory rivet locations. It was too far off to modify it. Sadly, I procrastinated too long to start the repair and can no longer return it.",0
"Taste is hard to get used to
The product arrived in time. I was expecting a better ""Berry"" flavor. It still has an off flavor to it unless I mix it with a fruit heavy smoothie. There is no way that I can just add this to water and drink it. The other Super Food flavors over power the berry flavor.",0
Not recommend at all. Waste of money. Not even worth for 1 star.,0
i wake up feeling more groggy and cranky then ever consequently wasting even more time just to snap out of my exhausted state,0
"it's not playing the song i was clicking, kindly fix it?",0
is it HALAL tho??,0
"So, have now been at this hotel for 5 weeks. Unfortunatly every week the hotel diminishes in their customer service orientation. I am up writing this review at close to 2:00am, since the cement contractors have now been running at full throttle for several hours. (Imagine about 4-5 large snow blowers and the noise associated with that, and that is what it sounds like). Called the front desk and unfortunatly ""Fransico"" informed me he can have me move 10 floors up, and to the back ot the hotel to ""get some quieter sleep time"" Now the folks in the rooms surrounding me have woken up and have decided to just stay awake and watch movies and converse loudly about the poor choice of the hotel management to hire cheaper contractors (in the middle of the night) oh, and forget the fact that guests pay for rooms for a peaceful night of sleep. Oh that wont happen at the Omni Hotel Colenade.
Also the doormen, I would guess maybe make it to the door to open doors for guests maybe 1 of our 10 times we are coming and going...
Maybe Omni should send staff to refresher courses for customer service tighter definitions and execution!",0
"rooms are big, but bathroom is quiet small and ramshackle. The service is not very good, staff is rude and hasty. I booked a triple, but the 3th bed wasn't ready.",0
we like the location. we have stayed here numerous times but had some problems this time. our shower handle was broke. there is no housekeeping available to bring extra towels and blankets. we had problems with people in the parking lot. the police were there about problems in the parking lot.,0
i feel especially tortured,0
"When I tried to use grab food, i cant make payment or choose my payment type. The page to choose payment type are blank and I've tried uninstalling and re-installing the app again but still the same. Plus the place order button is always grey which I dont know why.",0
The shuffle thing is ANNOYING. I cant even listen to the song i wanna listen to without a bunch of random songs being added in!,0
"This is okay for getting some visible surface stain on ...
This is okay for getting some visible surface stain on the front of your teeth. I'm a smoker and coffee drinker so it took care of a few of those stains in front of my teeth. I found that it was difficult to maneuver around the inside due to how the head is angled. I also wish they made a thinner head to get between the teeth and a flat head to get the top of the teeth. Also, it takes awhile to get the stains out, so i just sit on the couch and actually scrub the stain. It vibrated but it doesn't vibrate hard enough to just keep it there in place and expect the stains to disappear. So basically its just a rough head toothbrush.",0
"this was part of my Honeymoon. We had been to the carribean and wanted to get a bit of shopping in before we returned home.
when we arrived to the hotel it looked really nice from the outside which was a good start. It was really close to Macys and Times Square which was a bonus. I went into the hotel to check in. the receptionist was friendly not overly nice, the one thing that stuck in my head about her was that she was chewing some gum, wasnt very professional. anyway we went to our rooms to drop our bags. wasnt the greatest of rooms could hear the traffic and people on the streets, suppose that is to be expected in New York. the room had all we needed bed shower etc so i was happy.
on the second day i had to buy a new purse because the sip on the one i had had broken. so after i bought a new purse i left the old one in the room. i suppose i may have been a bit stupid but i left the old purse with my credit in it in the room. the next day i went looking for the purse and it was gone from the room. i knoew straight away that it had been robbed. so i canceled my cards straight away. i didnt see the point in reporting it to the hotel because to be honest they prob wouldnt have done a thing. easier to cancel and get a new one.
anyway after recovering from the credit card issue, we enjoyed the rest of our stay didnt spend too much time in the hotel.
we checked out 2 days later. was happy with everything up to this point. they minded our luggage while we did a few more bits as we didnt have to be in the airport for a few hours.
after about 1 i realised that i didnt have my phone on me so i remembered that i had left it in the room on the bed. so we decided when we were picking the bags up i would ask to go up to the room.
when i reported it to the reception they rang housekeeping and they said there was no phone in the room. so they then checked with security if anything was handed in. Nothing was, so a security man brought me up to the room. i knew it was taken when i say that the room had been made up and cleaned.
security did nothing and were real dismissive the one of the cleaners took it. at this point we were running late for our flight so i left. really annoyed and a very bad impression of the hotel.",0
"It is unfortunate that such a beautiful property could miss the mark by the efforts, or lack of, by one or two individuals. Priceline offers this property along with the St. Regis as 5 star rated and available. With 100's of priceline stays under my belt I must admit that this is my 1st unfavorable review. The expectation is set high upon arrival, but it seems to be a downhill slide from there. My encounter with the front desk personnel (specifically Iaab) was most unpleasant. He was almost proud of the fact that he would not offer certain amenities (such as complimentary continental breakfast) to a ""Priceline customer"". Of course he stated this from behind a wall, but even when he emerged his tone and demeanor did not change.
The rooms are very nice, but there are a few issues. The electrical outlet nearest the bed does not work and the entry lighting and a bedside lamp does not work. The room is very well appointed, but the shower curtain rod is a cheap plastic device with equivalent hooks. Upon arrival I was sitting peacefully in my room when a hotel staff member just walked in without knocking.. Not what one would expect from a 5 Star property.
All this said it would be much easier to swallow a few room issues with above standard service and guest treatment.",0
"Relatively to its price, the hotel was a semi-disappointment. The rooms are very small, bathrooms even smaller, staff not too impressive, restaurant decent but overpriced for the limited menu and slow service. We enjoyed San Diego and luckily didn't spend much time in the hotel. And what is up with the drunks across the hallway? Don't mind an occasional friendly drunk but banging on my door at 2 am? Made me cranky.",0
Ordered orange soda got a fiesta ? Was warm and gross.. Chicken was cheap the pnly good part of the meal was soup. I'll try another place next time...,0
"If you want a seeing project this is the dress for you
This dress is very cheaply made even for the price. Very short and the shoulder was ripped. The only good thing I could say about it was the color was nice",0
"It is ok buffet. We had champagne buffet on christmas day. Not worth it, but some items were edible. Nothing to write home about. Would not eat there again, unless it is a freebie.",0
"After 3 unsuccessful repairs you confirmed with us by txt that you would be out to repair the dishwasher on 29-12-22.I checked today 28-12-22 that this date is confirmed and was told it is definite. Now I've been told that you have changed it to 4-01-23.I only found out by asking,apparently nobody was going to inform me of this. I'm really not happy with this terrible service !!",0
"This was the third time I've stayed at the Hyatt Regency in Dallas, and the third time it's been great. Overall, the hotel is excellent, clean etc. Only downside is dining, valet, internet, etc is very pricey!",0
Why do people like this place? Aside from Christopher's and Cole Haan I cannot think of a single reason to visit the Biltmore. Pottery Barn? Ralph Lauren? A bunch of overpriced ladies boutiques? Yawn. Completely unnecessary in a city with so many other quality shopping centers.,0
"The ""new"" ui is terrible. Having the menu on the side is taking most of my screen. Using a zfold4 smaller screen.",0
i could tell you some sad stories about people that i call best friends that will make you feel so idiotic youll never complain again,0
"The room was excellent--tasteful design, restful colors, and clean--and the beds were comfortable. The bath was spacious with both a deep tub and a shower. No complaints with the facility. The only drawback to our stay was the indifference of the staff. While check-in was efficient, the clerk was bored and robotic. No hello. No thank you for choosing us. The same was true of checkout. No questions about the stay. No thanks for staying with us. Only the valet was moderately friendly. These seem like small concerns, and in the scheme of things, they aren't monumental, but for a boutique experience that the JW Marriott markets itself to, there are better, more hospitable, offerings in this price range. PS. Don't expect a view.",0
i feel overwhelmed and alone due to needing more help around the house,0
I guess we went there slightly early around 11.30am for lunch. V ordered 2 chicken briyani n 1 chicken tikka masala. D briyani was nice. But the chicken tikka masala's gravy was overflowing spicy n the chicken i found out that it is chicken,0
"ok if you're low on cash
Not the greatest, I bought it and returned it after one gig. Just not there man..",0
i was completely fooled into sympathizing with kathie only to be left feeling foolish and hollow as her initial betrayal is revealed,0
i am afraid and i feel so uncertain how to do this,0
Someone brought the dog in to eat! Just in front of me!,0
"Are you checking because this is the cheapest Hilton and it seems to be in a good location? Well it is both. It is frequently the best price in the area and it is right off the Mile. So if price and location are your top priorities then stay here. If you are traveling with kids you are likely attracted to exactly those qualities - trust me you will not be alone the hotel is full of kids. I don't mind the kids - but I'd never stay here again.
When I booked I reserved a king suite. I did that because I wanted a king and a work area. I'm traveling for business and I needed to work in the room. I check the Hilton zip-in check in box so that I would not be delayed. I arrived to find the hotel was a disaster. The woman at the desk was pitiful.After 10 minutes of typing into her computer she called the manager who pointed out that the system was locked up and her computer needed to be restarted. I asked about the zip in folders which at most hiltons let's you avoid this kind of issue. I was told ""we don't do that here."" I don't know what that means - this one hotel in the Hilton chain is rebelling against efficiency? (and if that is what they intended they are a raving success). When I finally got a room key and went to the room it was a double. I called the desk and was told the hotel had nothing but doubles. Now if you understand how Hilton's zip in system works you know immediately that this hotel must be managed by middle school dropouts.
I was then told that the double room was an upgrade and I was lucky not to be charged more (???). I was later able to talk to a day shift manager who agreed that his night clerk was an idiot and he adjusted my bill. so I guess I should be happy that I didn't have to pay the premium that I had agreed to pay for a king room since I didn't get one.
The room itself was a sad little affair. There were 2 double beds (not queens so if you're taller than 5'6"" enjoy the dangling feet experience) plus a sofa and a dresser and a desk and a coffee table and another table. Picture a garage sale - that's what the room looked like. The space was way too small for the amount of furniture stuffed in the room. Then there was the fridge. Since they advertise a fridge in the room I guess they figured they better stick one in there. Since the room was a junkyard anyway there wasn't much worry about where to put it. So it's by the door. I mean right by the door - as in when you enter the room be careful not to trip over the fridge. Seriously - this is a pigsty of a hotel.
The one bright spot was room service - the food was decent and the service was good (and since there is so much crap int he room there were lots of places to set the tray down.
When I left in the morning the day shift seemed pleasant - a lot more competent that the night shift. perhaps mine was an unusual experience - but I'll never stay here again. It's Chicago for goodness sake - there are hundreds of fantastic hotels here - why in the world would you ever take a chance on this place?",0
Does not work with my phone network aperently.,0
"The rooms were huge, location excellent, beds comfortable, and bathroom amenities wonderful. However, we found the staff unpleasant. The desk clerk when we checked in was friendly, kind and welcoming. However, everyone else we encountered in the hotel over the weekend (with the exception of the doormen) were all pretty sullen and grumpy. Breakfast was sparse and low quality.",0
"I was really looking forward to experience this restaurant . Reservations are hard to get and I was super excited when my date and I were accommodated last minute for the first seating. The staff is super nice and the decor is cozy and trendy. We were really disappointed with the meal. The foie gras appetizer with blueberries was delicious but the piece was very small and the brioche on which it was served was too large and hidden by salad so it felt like you were having brioche with a taste of the foie gras. My Stake Diane had delicious sauce with pickled celery but the meat quality was too hard and fibrous. Our other meal was Cod, very nicely presented, a nice portion of good fish however both meals were way too salty and left us quite disappointed . Once we left the restaurant we had to immediately search for sorbet to cleanse the palate.. It's a great place to have a drink and oysters for the ambiance and service, perhaps not for foodies.",0
i find helpful on bad pain days or when i am feeling particularly emotional about my limitations on my life from my health problems,0
"This review is for the shot clinic they had in May, 2013. I have been to several shot clinics and have been in and out in an hour or so when I was at the back of the line. Here I was the 6th person in line, and waited about 2 hours. The vet was so slow. He would spend 20-30 minutes with a dog. It was crazy. This is a shot clinic, intended to just get in and out. If you want to have a regular vet visit, go to your vet. I don't have time for this with a toddler running around. I just need my dogs to get shots. We then had blood drawn, and waited another 20 minutes to get the results (the test took 5 minutes) This shot clinic wasted my whole saturday. I was not happy.",0
Casual dinner with members tonight and food was great! Service was inexperienced. Always love the location and people!,0
"Cashed in some Marriott points and spent a Saturday night here with my girlfriend. Was upgraded to a second floor executive suite for free. Extremely friendly staff. Hotel was a bit noisy at night and needs to be remodeled. However, overall it was a pleasurable stay!",0
They have seems forgotten that service is part of the overall experiences for the customer.Went to the restaurant for the first time as it was introduced by Jason in one,0
"So here's the deal on JITB. In the 5 years we have lived in Buckeye we have only gone through the drive thru at this location. We have only gotten the oreo shakes. (Little tip if you bring them home and put them in the freezer for a couple of hours they are simply awesome you eat them with a spoon) So yesterday my wife and I decided to stop in here and get some of the food. The service was very friendly as it always has been. The dinning room was cleanish, but for whatever reason the men's bathroom was closed. The food honestly was not good. A couple of cheeseburgers, an order of curly fries, a couple of tacos that I have heard people rave about, and a drink. The meat on the burgers is obviously a frozen patty that was overcooked and dry. The fries were ok, but the tacos were not that good, and I cannot figure out why people would rave about them. Really aside from the occasional oreo shake I will not be returning to this place for anything else.",0
"One Star
The chain keeps coming off won't stay on.",0
chatgpt very helpful,0
"I really, really wanted to like this place. Unfortunately, when I got there at about 4pm, the empanadas had been picked over and there were few left to choose from. We only liked the sweet empanadas, none of the savory ones. The gentleman behind the counter was nice, but flustered and clueless on how to run my debit card thru the reader on the iPad to pay. Due to not so great food and uninviting, tiny space, I'll probably not be going back.",0
"I'm always nervous to assign George a report to draft, because I know that it's going to require so much of my time to edit. George just simply is not a reliable member of our team since he frequently skirts assignments and relies on others to draft major portions. Even worse, I caught a whole paragraph that he had plagiarized in one of his reports, which was unacceptable. George is not anticipated to advance to further levels within our department given how careless his work product is.",0
I have to keep re downloading the app because the app freezes on a song or podcast episode which means it will carry on playing without the possibility to change to another episode.,0
"Never worked, requires multiple apps - no thanks.
Manual asks you to download multiple apps, which means every time they release and switch to a new app you have to download, register, and link alexa again. Which would be rough... but it never connected to my wifi the first time. You'd think Id know to stop buying cheap chinese junk on amazon by now...",0
i feel nervous doesnt mean that i think im the only person in this situation,0
Not bad pizza but not the best. It's pretty expensive which is understandable since this is the Las Vegas strip but if you need a late night slice of pie it will do the trick. If your looking for something to stand out or taste like a top notch pizza joint you may want to search around a little bit more.,0
"This hotel is in an excellent location and is centrally located. Almost everything is literally within walking distance. The room was extremely tiny, and I have to say that what some might describe as old or historic just came off as dirty. The grout in the bathroom was dingy and moldy, and the carpets have definitely seen better days. The sheets looked clean enough. The doormen only seemed to open the door for me (a woman), but never for my boyfriend, which seemed a tad odd. Since our stay was during St. Patrick's Day, I was worried that the hotel, like the city, would have drunk folks falling around left and right, but I was pleasantly surprised that the majority of the other hotel guests were not of that crowd.",0
Facebook filter is not available.solve this problem immediately,0
"This place has gone totally down hill! The rooms and hallways are disgusting in the back portion of the hotel. The room had water stains on the ceiling and the plumbing leaked! The staff and management (Tamika?)are arogant and condescending when dealing with our concerns and complaints. I have stayed here in the past with some of my company employees, but the hotel has degraded signicantly. I am sure there are better values on the hotel circle",0
"I've had a bad experience at Cora's. Normally I tend to leer away from this restaurant, I think it's over priced. I had ordered a veggie omelet, about two bites in I found a substantially sized piece of plastic, in which I came very close to swallowing. I was in a rush, so I had to decline their offer of a remake, but other than that there was no compensation offered. I was very disappointed to say the least. I will not be paying Cora a visit anytime soon.",0
"Its 65 degrees in our room and we are cold. They say this section of the hotel doesn't have enough people complaining, to turn on the furnace for this wing. What????",0
chat gpt audio has a bug,0
"who thought changing the layout of the music player is a good idea? it looks so unbalanced and ugly, like someone messed with the codes and ended up putting the pause play button to the side. bring the old layout back this isn't the revolutionary idea y'all think it is.",0
"Stale
The chocolates are white coated due to age? And are stale.",0
This is how you eat cheaply and quickly in Las Vegas. The roast beef and tuna sandwiches are safe bets.,0
"I stayed 6 nights here for a biz meeting. The room was big but in terms of room amenities - it was bad. No bath sleepers, no coffee making facilities, and worse of all - the house keeping was sub standard. When they came to turn down my bed, at times they forgot the curtains, did not clean or clear my drinks glasses or clear the trash. The walls between the rooms were so think I could hear what the other guests were talking about n could hear the tv full blast. A very disappointing stay indeed.",0
Slow service. No napkins. Hummus was bland and the crackers were plain and grainy. Ordered the Hot-Wa-ii and was met with bland and unflavored pizza. Doused in Parmesan and red pepper flakes it became edible. No real saving grace here. Avoid this place.,0
"Sandals
The strap that goes between you toes is hard and rough and it created blisters between my toes. The sole of the sandal is comfortable.",0
"My son loves this place! It's a great place to go with a mom's group or group of friends. They have a separate place for the little ones (7 and under) to jump and play without being trampled by the older kids. They also have a few inflatable slides for the young ones. My only gripe is the customer service, we have been here close to 10 times and every time we come, the staff seems to always be in a sour mood. To many times I have received attitude from a staff member just for asking a simple question. BUT if you don't have to deal with the staff, this place is awesome!",0
I tried to log in .but helpless.... doesn't work,0
Old version is easy.,0
The app just doesn't work anymore. It will be down for hours at a time. Still gives notifications but if you click them or try and access the app it's just an endless loading screen.,0
App goes offline without reason.i wanted to upload a picture but sadly i can't. What i can say is grab is gradually getting worse. The best part of it is i absent for work today. What a day!,0
This was a disappointment. It was free but it was horrible. Maybe it just wasn't my thing. Would not recommend.,0
"The hotel is very nice,your request are not quickly reacted too. very windy lobby when it is cold outside the lobby gets cold. the hallways in the hotel floors are very warm. These are small things to correct, bed was not comfortable, hotel is close to most things.",0
"Intel Corp. may fire thousands of workers by the end of the month, around the same time the chip manufacturer reports quarterly results amid a tough year for semiconductor makers, according to a report late Tuesday.",0
i have three and a half years more of college and i feel like im chronically depressed,0
"Creepy!
I stayed here in early 2005. Worst place I've ever (not ) slept. My room was right behind the check-in desk. It had originally been the Night Manager's room, but they'd re-modeled it and were renting it out as a regular room. Like one of the other guests' review, one wall of my room was a sliding glass door that wouldn't lock. The cement courtyard echos and amplifies every sound (including the 4 rowdy ""Dudes"" who came in drunk at 2 AM. You have to buzz the front desk to be let in to the undergroud garage -- and I heard every one: at 12, 2 and 3 AM.
I'm a grown man and didn't feel safe -- (I took my luggage with me whenever I left the room ) I checked out the next morning and let them keep my 2nd night's rent. Just wasn't worth it.
Stay away from this dump!",0
i knew hudda before people knew her sometimes back way before bba she had beef with another chick called vee s beiby okay just watch the video i feel dumb already just writing that but let it be known that i watched this video and no i do not know where i heard or read that they had beef,0
I cant even search songs on my account after having an issue awhile ago what's happing to spotify? I feel bad right now,0
VERY underwhelming. Had a VERY dry and unappealing blue cheese burger for lunch. Fries were good though. Frozen hot chocolate was GREAT.,0
Visited the place on Saturday. The coffee wasn't served hot and fish head noodle is not fresh,0
"The desk staff were friendly enough but they were the only ones who could speak English! In keeping with much of Hollywood, this hotel is over priced and the location isn't great. We travelled over 2500 miles across America and this is the only place where we didnt feel safe. Maybe i'm being overly critical, but i just didnt like Hollywood at all. A mile up the road in Beverly Hills is great but i definately wouldn't go back to the Sunset Strip. All hype and not really a nice place to be, unless you want drugs, prostitutes, a tattoo, or a gun to shoot someone!
This hotel (as with most in the area) cost the same per night as staying in the Mandalay Bay in Vegas!
If you must visit Hollywood, dont let the words ""Sunset Strip"" or ""Hollywood Boulevard"" convince you that you'll be getting a nice hotel. You won't! There aren't any nice hotels within about a mile of Hollywood Boulevard or the Sunset Strip.",0
"Oh, I heard so much good about this movie. Went to see it with my best friend (she's female, I'm male). Now please allow me a divergent opinion from the mainstream. After the first couple of dozen ""take off your clothes,"" we both felt a very strange combination of silliness and boredom. We laughed (at it, not with it), we dozed (and would have been better off staying in bed), we were convinced we had spent money in vain. And we had. The plot was incoherent, and the characters were a group of people about whom it was impossible to care. A waste of money, a waste of celluloid. This movie doesn't even deserve one out of ten votes, but that's the lowest available. I'm not sure why this movie has the reputation that it does of being excellent; I don't recommend it to anyone who has even a modicum of taste or intelligence.",0
Worst app never giving correct information,0
"What the hell? I've paid for the PAID version and the server seems to be down. I understand that outages may occur, but they should be subtracted from the days included in the paid subscription. I subscribed yesterday, today I can't use it at all. I suppose tomorrow I'll cancel.",0
"Great flavor but selling old, hard stock.
Love this licorice and order the three pack many times a year for years. For the last 6 months the licorice has had a white coating like it is old and is quite a bit harder to chew like it is old. Date to sell is fine. New stock is shiny black and has a soft chew. Stop selling old stock please.",0
"Been here 3 times and each time we're here the guy behind the food counter is always shouting at all the waiters..he's like the gangster in the restaurant..and today when i was there, i ordered chicken briyani but he was in the midst of drinking coffee and just ignored me..when i repeated my order he just nodded..but carried on drinking his coffee..so i didnt wait there to pick up my food..i assume he will get the waiter to send it to me once he decides to start his work...but no..he only served people who stood there and waited...such arrogance..he behave like he's paying people to eat there...and i notice all the waiters are scared of him...i approached him and said i want to eat now..there was no customer waiting.. and only then he grudgingly served me....I will never come here again...",0
"Experience has gone so downhill that even when I download a playlist, podcast, or whatever else it consistently cuts out or stops. Keeps getting worse.",0
Investor sentiment has wavered since Fed Chair Jerome Powell's hawkish comments at the Jackson Hole Economic Symposium on Aug. 26.,0
"I loved to use this kinda transportation, I used for many times and it so helping with best price. Unfortunately today I am so dissapointed, I urgently need to order and when I ready to order I saw there are 6 units standby but why your system can not found a driver for me. If the reason because of the rate not suitable pls fix the prices.",0
"Robbers!!!!!
No answer when I asked where my parcel is and it never arrived!!!!! I called the police ands got my money back through my bank",0
i told him last night as we drove to the er feeling frantic and slightly hysterical that i just wanted to pick up and leave,0
"We stayed in Room 108 of this hotel for one night on Saturday, May 23rd. The staff all seemed to have their noses in the air, like badly trained employees at a very posh hotel (which of course, expect their people to be gracious and accommodating to guests). The ""Ritz"" attitude was terribly at odds with the level of service and the reality of cleanliness and maintenance of our room. Our niece and nephew were in another room where their dirty wine glasses from Friday evening were still in the room on Sunday afternoon. When we walked in at 10:30pm, we discovered the faucet handle of the bathroom sink had come off, and was neatly placed next to its broken socket. The following morning, we discovered that the carpet was infested with tiny white mites, visibly crawling along dark surfaces. When I brought this to the attention of the Front Desk at check out. I was advised to take these issues to the General Manager of the hotel. I said ""No thanks, I'd rather take them to Trip Advisor!"" There are so many other choices for lodging in San Diego--don't pick this turkey!",0
"Same price with kl but the portion in kuching just half size. The salmon don slice almost can see through, the seafood treasure pot just have one prawn, clam, octopus tentacle, slice fish in super small size.",0
"It only adhered a few days
I applied it to my toilet which looked great however within a few days it no longer adhered. I used a blow dryer as suggested.",0
"Did not work
This did not whiten my teeth by any shade",0
